Count,Name,Edition,Foil,Collector Number
2,Plains,ddn,,81
2,Plains,ddn,,80
3,Plains,ddn,,38
1,Reckless Abandon,ddn,,20
1,Repeal,ddn,,72
1,Scourge Devil,ddn,,18
1,Shambling Remains,ddn,,12
1,Shock,ddn,,21
1,Sparkmage Apprentice,ddn,,48
1,Sphinx of Uthuun,ddn,,59
1,Stave Off,ddn,,61
1,Steam Augury,ddn,,68
1,Stonecloaker,ddn,,53
2,Swamp,ddn,,39
2,Swamp,ddn,,41
2,Swamp,ddn,,40
1,Swift Justice,ddn,,62
2,Terramorphic Expanse,ddn,,74
1,Thousand Winds,ddn,,58
2,Traumatic Visions,ddn,,69
1,Whiplash Trap,ddn,,70
1,Willbender,ddn,,47
1,Zurgo Helmsmasher,ddn,foil,1
1,Bloodsoaked Champion,ktk,,66
2,Chief of the Edge,ktk,,169
2,Chief of the Scale,ktk,,170
1,Dead Drop,ktk,,67
1,Debilitating Injury,ktk,,68
3,Despise,ktk,,69
8,Forest,ktk,,269
1,Herald of Anafenza,ktk,,12
5,Island,ktk,,257
1,Kheru Lich Lord,ktk,,182
3,Mardu Hateblade,ktk,,16
1,Mardu Hordechief,ktk,,17
3,Mardu Skullhunter,ktk,,78
2,Murderous Cut,ktk,,81
1,"Narset, Enlightened Master",ktk,,190
1,Naturalize,ktk,,142
4,Opulent Palace,ktk,,238
2,Plains,ktk,,251
2,Plains,ktk,,252
3,Plains,ktk,,250
3,Plains,ktk,,253
2,Raiders' Spoils,ktk,,83
1,Rush of Battle,ktk,,19
4,Scoured Barrens,ktk,,242
2,Seeker of the Way,ktk,,22
1,Set Adrift,ktk,,54
1,"Sidisi, Brood Tyrant",ktk,,199
1,Sultai Banner,ktk,,225
2,Sultai Charm,ktk,,204
2,Sultai Scavenger,ktk,,91
2,Sultai Soothsayer,ktk,,205
1,Surrak Dragonclaw,ktk,,206
2,Swamp,ktk,,259
10,Swamp,ktk,,260
2,Swamp,ktk,,261
3,Swamp,ktk,,258
2,Taigam's Scheming,ktk,,57
2,Timely Hordemate,ktk,,27
1,Treasure Cruise,ktk,,59
1,Aether Gale,c14,,11
1,Artisan of Kozilek,c14,,62
1,Assault Suit,c14,,53
1,Azure Mage,c14,,98
1,Breaching Leviathan,c14,,12
1,Brine Elemental,c14,,99
1,Cackling Counterpart,c14,,100
1,Call to Mind,c14,,101
1,Commander's Sphere,c14,,54
1,Compulsive Research,c14,,102
1,Concentrate,c14,,103
1,Coral Atoll,c14,,287
1,Crown of Doom,c14,,55
1,Cyclonic Rift,c14,,104
1,Deep-Sea Kraken,c14,,105
1,Dismiss,c14,,106
1,Distorting Wake,c14,,107
1,Domineering Will,c14,,13
1,Dreamstone Hedron,c14,,236
1,Dulcet Sirens,c14,,14
1,Everflowing Chalice,c14,,239
1,Exclude,c14,,108
1,Fathom Seer,c14,,109
1,Fog Bank,c14,,110
1,Fool's Demise,c14,,111
1,Frost Titan,c14,,112
1,Ghost Quarter,c14,,298
1,Gray Merchant of Asphodel,c14,,146
1,Havenwood Battleground,c14,,301
1,Hoverguard Sweepers,c14,,113
1,Infinite Reflection,c14,,114
1,Intellectual Offering,c14,,15
1,Into the Roil,c14,,115
8,Island,c14,,323
7,Island,c14,,322
8,Island,c14,,324
8,Island,c14,,325
1,Ixidron,c14,,116
1,Lonely Sandbar,c14,,304
1,"Lorthos, the Tidemaker",c14,,117
1,Mind Stone,c14,,250
1,Mulldrifter,c14,,118
1,Myriad Landscape,c14,,61
1,Nevinyrral's Disk,c14,,257
1,Phyrexian Ingester,c14,,119
1,Polluted Mire,c14,,307
1,Pongify,c14,,120
1,Reef Worm,c14,,16
1,Remote Isle,c14,,309
1,Riptide Survivor,c14,,121
1,Rite of Replication,c14,,122
1,Rush of Knowledge,c14,,123
1,Sapphire Medallion,c14,,266
1,Sea Gate Oracle,c14,,124
1,Shaper Parasite,c14,,125
1,Sky Diamond,c14,,269
1,Sol Ring,c14,,270
1,Sphinx of Jwar Isle,c14,,126
1,Sphinx of Magosi,c14,,127
1,Sphinx of Uthuun,c14,,128
1,Steel Hellkite,c14,,273
1,Stitcher Geralf,c14,,17
1,Stormsurge Kraken,c14,,18
1,Stroke of Genius,c14,,129
1,Swiftfoot Boots,c14,,275
1,Tectonic Edge,c14,,313
1,"Teferi, Temporal Archmage",c14,,19
1,Thran Dynamo,c14,,277
1,Tormod's Crypt,c14,,278
1,Turn to Frog,c14,,130
1,Unstable Obelisk,c14,,58
1,Ur-Golem's Eye,c14,,280
1,Well of Ideas,c14,,20
1,Willbender,c14,,131
1,Worn Powerstone,c14,,282
1,Zoetic Cavern,c14,,317
1,Crux of Fate,frf,,65
2,Dismal Backwater,frf,,168
9,Forest,frf,,185
1,Gurmag Angler,frf,,72
2,Jungle Hollow,frf,,169
1,"Kolaghan, the Storm's Fury",frf,,155
1,Merciless Executioner,frf,,76
1,Monastery Siege,frf,,43
1,Neutralizing Blast,frf,,44
1,"Ojutai, Soul of Winter",frf,,156
1,Sultai Skullkeeper,frf,,53
10,Swamp,frf,,181
1,Torrent Elemental,frf,,56
1,Typhoid Rats,frf,,89
1,Ancestral Statue,dtk,,234
1,Colossodon Yearling,dtk,,178
1,Elusive Spellfist,dtk,,53
1,Foul Renewal,dtk,,101
1,Foul-Tongue Shriek,dtk,,103
1,Glade Watcher,dtk,,188
1,Herdchaser Dragon,dtk,,190
1,Island,dtk,,253
1,Learn from the Past,dtk,,60
1,Mind Rot,dtk,,110
1,Ojutai's Breath,dtk,,67
1,Shape the Sands,dtk,,205
1,Student of Ojutai,dtk,,40
1,Swift Warkite,dtk,,233
1,Tail Slash,dtk,,161
1,Ghost Council of Orzhova,mm2,,176
1,Akroan Sergeant,ori,,130
1,Dark Dabbling,ori,,89
1,Deep-Sea Terror,ori,,52
1,Grasp of the Hieromancer,ori,,15
1,Hitchclaw Recluse,ori,,181
1,"Kothophed, Soul Hoarder",ori,,104
1,Maritime Guard,ori,,63
1,Mountain,ori,,265
1,Nantuko Husk,ori,,109
1,Pharika's Disciple,ori,,194
1,Possessed Skaab,ori,,215
1,Reclaim,ori,,195
1,Rogue's Passage,ori,,250
1,Shadows of the Past,ori,,118
1,Sword of the Animist,ori,,240
1,Titan's Strength,ori,,166
1,Yoked Ox,ori,,42
1,Relic Seeker,pori,foil,29
1,"Jareth, Leonine Titan",c15,,71
1,Magmaquake,c15,,162
1,Seer's Sundial,c15,,264
1,Verdant Force,c15,,207
1,Cliffhaven Vampire,ogw,,153
1,"Linvala, the Preserver",ogw,,25
1,Zendikar Resurgent,ogw,,147
1,Endbringer,pogw,foil,3
1,Necropolis Fiend,cp2,foil,1
2,Hero's Downfall,cp2,foil,2
1,Sultai Ascendancy,cp2,foil,3
1,Reaper of the Wilds,cp2,foil,4
1,Whip of Erebos,cp2,foil,5
1,Courser of Kruphix,cp2,foil,6
1,Harvester of Souls,ddq,,60
1,Sultai Charm,pktk,foil,204
1,Crow of Dark Tidings,soi,,105
1,Devilthorn Fox,soi,,14
1,Epiphany at the Drownyard,soi,,59
1,Equestrian Skill,soi,,204
2,Essence Flux,soi,,61
1,Game Trail,soi,,276
1,Ghostly Wings,soi,,66
1,Gisa's Bidding,soi,,114
1,Howlpack Resurgence,soi,,211
1,Indulgent Aristocrat,soi,,118
1,Insolent Neonate,soi,,168
1,Nearheath Chaplain,soi,,29
1,Obsessive Skinner,soi,,220
1,Rattlechains,soi,foil,81
1,Sage of Ancient Lore // Werewolf of Ancient Hunger,soi,,225a/225b
1,Silent Observer,soi,,86
1,Stern Constable,soi,,39
1,Thornhide Wolves,soi,,232
1,Uninvited Geist // Unimpeded Trespasser,soi,,94a/94b
1,Harmless Offering,emn,,131
1,Liliana's Elite,emn,,94
1,Unsubstantiate,pemn,,79
1,Beseech the Queen,v16,foil,1
1,Cabal Ritual,v16,foil,2
1,Conflux,v16,foil,3
1,Dark Depths,v16,foil,4
1,"Glissa, the Traitor",v16,foil,5
1,Helvault,v16,foil,6
1,Memnarch,v16,foil,7
1,Mind's Desire,v16,foil,8
1,"Momir Vig, Simic Visionary",v16,foil,9
1,Near-Death Experience,v16,foil,10
1,Obliterate,v16,foil,11
1,Phyrexian Processor,v16,foil,12
1,Tolaria West,v16,foil,13
1,Umezawa's Jitte,v16,foil,14
1,Unmask,v16,foil,15
1,Diabolic Tutor,cn2,,132
1,Psychosis Crawler,cn2,,215
1,"Gonti, Lord of Luxury",kld,,84
1,Scrapheap Scrounger,kld,,231
1,Sharuum the Hegemon,c16,,221
1,"Rishkar, Peema Renegade",aer,,122
2,Ambassador Oak,dds,,42
1,Beacon of Destruction,dds,,35
1,Beacon of Tomorrows,dds,,2
1,Beast Attack,dds,,43
1,Boldwyr Intimidator,dds,,36
2,Burning-Tree Emissary,dds,,55
2,Call of the Herd,dds,,44
2,Cloudcrown Oak,dds,,45
1,Coat of Arms,dds,,58
1,Deep-Sea Kraken,dds,,3
1,Desperate Ritual,dds,,14
2,Empty the Warrens,dds,,15
2,Firebolt,dds,,37
1,Firemind's Foresight,dds,,21
4,Forest,dds,,63
3,Forest,dds,,64
3,Forest,dds,,65
2,Goblin Electromancer,dds,,22
2,Gorehorn Minotaurs,dds,,38
1,Grapeshot,dds,,16
1,Guttural Response,dds,,56
1,Harmonize,dds,,46
1,Increasing Savagery,dds,,47
4,Island,dds,,28
3,Island,dds,,29
3,Island,dds,,30
1,Jhoira of the Ghitu,dds,foil,1
1,"Jori En, Ruin Diver",dds,,23
1,"Kamahl, Pit Fighter",dds,,39
2,Kruin Striker,dds,,40
1,Lovisa Coldeyes,dds,foil,34
1,Mind's Desire,dds,,4
3,Mountain,dds,,33
4,Mountain,dds,,31
3,Mountain,dds,,32
4,Mountain,dds,,60
4,Mountain,dds,,61
3,Mountain,dds,,62
1,Nivix Cyclops,dds,,24
1,Nucklavee,dds,,26
2,Peer Through Depths,dds,,5
1,Quicken,dds,,6
1,"Radha, Heir to Keld",dds,,53
2,Rampant Growth,dds,,48
3,Reach Through Mists,dds,,7
1,Relentless Hunter,dds,,54
3,Rift Bolt,dds,,17
1,Roar of the Wurm,dds,,49
1,Rubblebelt Raiders,dds,,57
4,Rugged Highlands,dds,,59
1,Sage-Eye Avengers,dds,,8
1,Shivan Meteor,dds,,18
2,Sift Through Sands,dds,,9
2,Skarrgan Pit-Skulk,dds,,50
2,Snap,dds,,10
1,Spellheart Chimera,dds,,25
4,Swiftwater Cliffs,dds,,27
2,Sylvan Might,dds,,51
1,Talara's Battalion,dds,,52
1,"Talrand, Sky Summoner",dds,,11
1,Temporal Fissure,dds,,12
1,The Unspeakable,dds,,13
1,Volcanic Vision,dds,,19
2,Young Pyromancer,dds,,20
1,Zo-Zu the Punisher,dds,,41
1,Approach of the Second Sun,akh,,4
1,Kefnet the Mindful,akh,,59
1,Regal Caracal,akh,,24
1,Winds of Rebuke,akh,,76
1,Archfiend of Ifnir,pakh,foil,78
1,Nightmare,w17,,17
1,"Akroma, Angel of Fury",cma,,75
1,Bladewing the Risen,cma,,175
1,Grim Backwoods,cma,,254
1,"Oros, the Avenger",cma,,188
1,Titania's Chosen,cma,,158
1,"Chandra, Pyromaster",e01,,42
1,Deathbringer Regent,e01,,32
1,Desert of the Glorified,hou,,171
1,Desert of the Indomitable,hou,,172
1,Majestic Myriarch,hou,,122
2,Arguel's Blood Fast // Temple of Aclazotz,xln,,90a/90b
1,Bishop's Soldier,xln,,6
1,Blossom Dryad,xln,,178
1,Captain Lannery Storm,xln,,136
1,Commune with Dinosaurs,xln,,181
1,Duress,xln,,105
4,Forest,xln,,277
4,Forest,xln,,276
1,Herald of Secret Streams,xln,,59
1,Makeshift Munitions,xln,,151
1,Marauding Looter,xln,,225
4,Merfolk Branchwalker,xln,,197
1,Plains,xln,,261
1,Pterodon Knight,xln,,28
1,Queen's Bay Soldier,xln,,115
1,Rummaging Goblin,xln,,160
4,Seekers' Squire,xln,,121
1,Shipwreck Looter,xln,,76
1,Spell Swindle,xln,,82
1,Storm Sculptor,xln,,85
2,Swamp,xln,,269
4,Swamp,xln,,268
1,"Vraska, Relic Seeker",xln,,232
1,Walk the Plank,xln,,130
1,Watertrap Weaver,xln,,87
4,Wildgrowth Walker,xln,,216
1,Aether Vial,ima,,212
1,Amass the Components,ima,foil,41
1,Battle-Rattle Shaman,ima,,117
1,Boros Garrison,ima,,233
1,Child of Night,ima,,85
1,Claustrophobia,ima,,45
1,Diminish,ima,,50
1,Disenchant,ima,,15
1,Electrolyze,ima,,198
1,Festering Newt,ima,,90
1,Firemane Angel,ima,,199
1,Guardian Idol,ima,,216
1,Guided Strike,ima,,23
1,Heat Ray,ima,,133
1,Illusory Angel,ima,,59
1,Inspiring Call,ima,,169
1,Ivy Elemental,ima,,170
1,Jungle Barrier,ima,,202
1,Moonglove Extract,ima,,222
1,Palladium Myr,ima,foil,224
1,Phantom Tiger,ima,,181
1,Radiant Fountain,ima,,244
1,Sanguine Bond,ima,,107
1,Seeker of the Way,ima,,29
1,Sustainer of the Realm,ima,,35
1,Thought Scour,ima,,76
1,Thoughtseize,ima,,110
1,Thran Dynamo,ima,,230
1,Thrill-Kill Assassin,ima,,111
1,Tormenting Voice,ima,,150
1,Vent Sentinel,ima,,153
1,Wildsize,ima,,191
1,Blood Sun,rix,,92
1,Crashing Tide,rix,,34
1,Dire Fleet Neckbreaker,rix,,156
1,Fanatical Firebrand,rix,,101
1,Fathom Fleet Boarder,rix,,71
3,Golden Demise,rix,,73
1,Golden Guardian // Gold-Forge Garrison,rix,,179a/179b
1,Jade Bearer,rix,,134
2,Jadelight Ranger,rix,,136
1,Kitesail Corsair,rix,,41
1,Legion Lieutenant,rix,,163
1,Mastermind's Acquisition,rix,,77
1,Mausoleum Harpy,rix,,78
1,Naturalize,rix,,139
1,Orazca Frillback,rix,,140
1,Radiant Destiny,rix,,18
1,Raging Regisaur,rix,,168
3,Ravenous Chupacabra,rix,,82
1,See Red,rix,,112
1,Squire's Devotion,rix,,25
1,Sun Sentinel,rix,,26
1,"Tetzimoc, Primal Death",rix,,86
1,Tilonalli's Crown,rix,,120
1,World Shaper,rix,,151
1,Brion Stoutarm,a25,,200
1,"Darien, King of Kjeldor",a25,,9
1,Island,ddu,,74
1,Regal Force,ddu,,22
1,Arvad the Cursed,dom,,191
1,Cabal Stronghold,dom,,238
4,Cast Down,dom,,81
1,Final Parting,dom,,93
1,"Jodah, Archmage Eternal",dom,,198
4,Llanowar Elves,dom,,168
2,Memorial to Folly,dom,,242
1,"Muldrotha, the Gravetide",dom,,199
1,"Multani, Yavimaya's Avatar",dom,,174
1,"Shalai, Voice of Plenty",dom,,35
3,The Eldest Reborn,dom,,90
2,Woodland Cemetery,dom,,248
1,Azra Bladeseeker,bbd,,55
1,Benthic Giant,bbd,,113
1,Boldwyr Intimidator,bbd,,169
1,Daggerdrome Imp,bbd,,140
1,Decorated Champion,bbd,,69
1,Enduring Scalelord,bbd,,221
1,Expedition Raptor,bbd,,92
1,Forest,bbd,,254
1,Giant Growth,bbd,,200
1,Grotesque Mutation,bbd,,145
1,Hand of Silumgar,bbd,,146
1,Inner Demon,bbd,,48
1,Kitesail Corsair,bbd,,120
2,Magma Hellion,bbd,,61
1,Mindblade Render,bbd,,49
1,Mountain,bbd,,253
1,Night Market Guard,bbd,,242
1,Nimbus Champion,bbd,,37
1,Nimbus of the Isles,bbd,,124
1,Peace Strider,bbd,,243
1,Return to the Earth,bbd,,210
1,Shambling Ghoul,bbd,,159
2,Skyshroud Claim,bbd,,213
1,Skystreamer,bbd,,31
1,Slum Reaper,bbd,,160
1,Spellweaver Duo,bbd,,42
1,Thunder Strike,bbd,,185
1,Urborg Drake,bbd,,231
1,Virtus's Maneuver,bbd,,54
1,Abzan Falconer,cm2,,15
1,Ancient Amphitheater,cm2,,232
1,Ancient Excavation,cm2,,150
1,Angel of Serenity,cm2,,16
1,"Anya, Merciless Angel",cm2,foil,8
1,Arbiter of Knollridge,cm2,,17
1,Arcane Sanctum,cm2,,234
1,Ash Barrens,cm2,,235
1,Astral Cornucopia,cm2,,172
1,"Atraxa, Praetors' Voice",cm2,foil,10
1,Azorius Chancery,cm2,,236
1,Bane of the Living,cm2,,58
1,Banishing Light,cm2,,18
1,Basalt Monolith,cm2,,173
1,Blade of Selves,cm2,,174
1,Blasted Landscape,cm2,,238
1,Borderland Behemoth,cm2,,87
1,Boros Cluestone,cm2,,175
1,Boros Garrison,cm2,,239
1,Boros Guildgate,cm2,,240
1,Boros Signet,cm2,,176
1,Brave the Sands,cm2,,19
1,Breath of Darigaaz,cm2,,88
1,Bred for the Hunt,cm2,,151
1,Cathars' Crusade,cm2,,20
1,Cauldron of Souls,cm2,,180
1,Champion of Lambholt,cm2,,134
1,Citadel Siege,cm2,,21
1,Coldsteel Heart,cm2,,181
2,Command Tower,cm2,,242
1,Commander's Sphere,cm2,,182
1,Corpsejack Menace,cm2,,152
1,Crib Swap,cm2,,22
1,Crystalline Crawler,cm2,,183
1,Curse of the Nightly Hunt,cm2,,90
1,Custodi Soulbinders,cm2,,23
2,Darksteel Ingot,cm2,,184
1,Darkwater Catacombs,cm2,,244
1,Dawnbreak Reclaimer,cm2,,24
1,Dawnglare Invoker,cm2,,25
1,Deepglow Skate,cm2,,39
1,Desolation Giant,cm2,,91
1,Disaster Radius,cm2,,92
1,Disdainful Stroke,cm2,,40
1,Dreadship Reef,cm2,,247
1,Dream Pillager,cm2,,93
1,Dreamstone Hedron,cm2,,186
1,Drifting Meadow,cm2,,248
1,Duelist's Heritage,cm2,,26
1,Duneblast,cm2,,154
2,Earthquake,cm2,,95
1,Elite Scaleguard,cm2,,27
1,Enduring Scalelord,cm2,,155
2,Evolving Wilds,cm2,,249
1,Exotic Orchard,cm2,,250
1,Faith's Fetters,cm2,,28
1,Fall of the Hammer,cm2,,97
1,Fathom Mage,cm2,,156
2,Fellwar Stone,cm2,,189
1,Festercreep,cm2,,63
1,Fiery Confluence,cm2,,98
2,Forest,cm2,,310
3,Forest,cm2,,309
2,Forest,cm2,,311
1,Forgotten Ancient,cm2,,137
1,Forgotten Cave,cm2,,252
1,Fumiko the Lowblood,cm2,,100
1,"Ghave, Guru of Spores",cm2,,157
1,"Gisela, Blade of Goldnight",cm2,foil,9
1,Golgari Rot Farm,cm2,,254
1,Golgari Signet,cm2,,192
1,Grip of Phyresis,cm2,,43
1,Hamletback Goliath,cm2,,102
1,Hammerfist Giant,cm2,,103
1,Hardened Scales,cm2,,138
1,Herald of the Host,cm2,,29
1,Hostility,cm2,,105
1,Hunted Dragon,cm2,,106
1,"Ikra Shidiqi, the Usurper",cm2,foil,11
2,Inferno Titan,cm2,,109
1,Inspiring Call,cm2,,139
1,"Ishai, Ojutai Dragonspeaker",cm2,foil,12
2,Island,cm2,,290
1,Island,cm2,,289
1,Island,cm2,,291
1,"Jareth, Leonine Titan",cm2,,30
1,Juniper Order Ranger,cm2,,158
1,"Kalemne, Disciple of Iroas",cm2,foil,7
1,Kalemne's Captain,cm2,,31
1,Kalonian Hydra,cm2,,140
1,Languish,cm2,,67
1,Lightning Greaves,cm2,,196
1,Loxodon Warhammer,cm2,,199
1,Magma Giant,cm2,,111
1,Magus of the Wheel,cm2,,113
1,Manifold Insights,cm2,,44
1,Master Biomancer,cm2,,159
1,Merciless Eviction,cm2,,160
1,Meteor Blast,cm2,,114
1,Migratory Route,cm2,,161
1,Mind Stone,cm2,,200
1,Mirrorweave,cm2,,162
1,Mortify,cm2,,163
3,Mountain,cm2,,303
4,Mountain,cm2,,300
3,Mountain,cm2,,302
3,Mountain,cm2,,304
1,Murmuring Bosk,cm2,,258
1,Necroplasm,cm2,,70
1,Opal Palace,cm2,,259
1,Opulent Palace,cm2,,260
1,Oreskos Explorer,cm2,,32
1,Orim's Thunder,cm2,,33
1,Orzhov Advokist,cm2,,34
1,Orzhov Signet,cm2,,206
1,Plains,cm2,,283
3,Plains,cm2,,279
2,Plains,cm2,,280
3,Plains,cm2,,281
3,Plains,cm2,,282
2,Plains,cm2,,284
2,Plains,cm2,,285
1,Putrefy,cm2,,164
1,Reveillark,cm2,,35
1,"Reyhan, Last of the Abzan",cm2,foil,13
1,Rite of the Raging Storm,cm2,,115
1,Sandsteppe Citadel,cm2,,264
1,Sandstone Oracle,cm2,,213
1,Scavenging Ooze,cm2,,143
1,Seaside Citadel,cm2,,265
1,Secluded Steppe,cm2,,266
1,Seer's Sundial,cm2,,214
1,Simic Signet,cm2,,216
1,Smoldering Crater,cm2,,268
2,Sol Ring,cm2,,217
1,Solidarity of Heroes,cm2,,144
1,Spitting Image,cm2,,166
1,Staff of Nin,cm2,,221
1,Stinkdrinker Daredevil,cm2,,119
1,Stoneshock Giant,cm2,,120
1,Sublime Exhalation,cm2,,36
1,Sun Titan,cm2,,37
1,Sungrass Prairie,cm2,,269
1,Sunrise Sovereign,cm2,,121
1,Swamp,cm2,,297
2,Swamp,cm2,,294
2,Swamp,cm2,,298
1,Sylvan Reclamation,cm2,,167
1,Taurean Mauler,cm2,,122
1,Temple of the False God,cm2,,272
2,Terramorphic Expanse,cm2,,273
1,Tezzeret's Gambit,cm2,,51
1,Thought Vessel,cm2,,224
1,Thrummingbird,cm2,,52
1,Thundercloud Shaman,cm2,,123
1,Treasure Cruise,cm2,,53
1,Tuskguard Captain,cm2,,147
1,Underground River,cm2,,275
1,Urza's Incubator,cm2,,228
1,Victory's Herald,cm2,,38
1,Vivid Crag,cm2,,276
1,Vivid Meadow,cm2,,277
1,Vorel of the Hull Clade,cm2,,169
1,"Vorosh, the Hunter",cm2,foil,3
1,Vulturous Zombie,cm2,,170
1,Warchief Giant,cm2,,127
1,Warstorm Surge,cm2,,129
1,Wind-Scarred Crag,cm2,,278
1,Worn Powerstone,cm2,,230
1,Abnormal Endurance,m19,,85
2,Act of Treason,m19,,127
1,Aggressive Mammoth,m19,,302
1,Ajani's Pridemate,m19,,5
1,Ajani's Welcome,m19,,6
3,Angel of the Dawn,m19,,7
1,Arcane Encyclopedia,m19,,227
1,Boggart Brute,m19,,131
2,Bristling Boar,m19,,170
1,Child of Night,m19,,89
1,Cinder Barrens,m19,,248
1,Colossal Majesty,m19,,173
1,Crash Through,m19,,133
1,Daybreak Chaplain,m19,,10
